City,Date,Card Type,Exp Type,Gender,Amount
"Bengaluru, India",27-Aug-14,Signature,Bills,F,167457
"Bengaluru, India",4-Mar-14,Gold,Bills,F,254598
"Delhi, India",27-Jan-14,Platinum,Bills,F,102486
"Greater Mumbai, India",18-Jan-14,Silver,Bills,F,159428
"Bengaluru, India",28-Jan-14,Platinum,Bills,F,296987
"Ahmedabad, India",6-Feb-15,Signature,Bills,F,89418
"Delhi, India",26-Feb-15,Signature,Bills,F,77247
"Bengaluru, India",24-Jan-14,Gold,Bills,F,66542
"Greater Mumbai, India",27-Nov-14,Silver,Bills,F,194526
"Bengaluru, India",16-Jul-14,Signature,Bills,F,178119
"Bengaluru, India",16-May-14,Gold,Bills,F,258653
"Delhi, India",2-Nov-14,Silver,Bills,F,97425
"Delhi, India",23-May-14,Gold,Bills,F,223185
"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,224750
"Ahmedabad, India",17-Jan-14,Signature,Bills,F,103363
"Greater Mumbai, India",27-Nov-14,Platinum,Bills,F,49090
"Bengaluru, India",20-Nov-14,Platinum,Bills,F,140584
"Delhi, India",26-Jun-14,Platinum,Bills,F,61272
"Delhi, India",2-Jan-14,Silver,Bills,F,25200
"Greater Mumbai, India",9-Dec-13,Signature,Bills,F,249893
"Bengaluru, India",25-May-14,Gold,Bills,F,91325
"Greater Mumbai, India",14-Apr-14,Silver,Bills,F,81641
"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700
"Greater Mumbai, India",20-Nov-14,Silver,Food,F,193429
"Ahmedabad, India",22-Apr-14,Gold,Food,F,97674
"Bengaluru, India",8-Mar-14,Silver,Food,F,222579
"Bengaluru, India",19-Mar-15,Platinum,Food,F,194846
"Greater Mumbai, India",22-Feb-15,Signature,Food,F,62690
"Greater Mumbai, India",8-Feb-15,Signature,Food,F,225614
"Ahmedabad, India",20-Oct-13,Signature,Food,F,13879
"Ahmedabad, India",4-Feb-15,Gold,Food,F,279579
"Bengaluru, India",10-Sep-14,Gold,Food,F,253183
"Bengaluru, India",10-May-14,Signature,Food,F,183197
"Bengaluru, India",27-Aug-14,Gold,Food,F,260046
"Bengaluru, India",21-Jul-14,Gold,Food,F,95981
"Bengaluru, India",2-Mar-14,Gold,Food,F,157399
"Delhi, India",20-Feb-14,Signature,Food,F,140041
"Ahmedabad, India",5-Jan-14,Platinum,Food,F,288339
"Ahmedabad, India",2-Jan-14,Platinum,Food,F,49494
"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954
"Bengaluru, India",30-Nov-13,Platinum,Food,F,35543
"Greater Mumbai, India",5-Jan-14,Signature,Food,F,12982
"Delhi, India",2-Apr-14,Platinum,Food,F,213140
"Greater Mumbai, India",22-Oct-13,Platinum,Food,F,95741
"Bengaluru, India",7-Dec-13,Platinum,Food,F,129144
"Ahmedabad, India",4-Mar-14,Gold,Food,F,115551
"Bengaluru, India",26-Apr-14,Gold,Food,F,57961
"Ahmedabad, India",4-Jan-15,Silver,Food,F,209527
"Ahmedabad, India",8-Jul-14,Gold,Food,F,15892
"Bengaluru, India",1-Dec-13,Signature,Food,F,155659
"Greater Mumbai, India",17-Jun-14,Silver,Food,F,246215
"Greater Mumbai, India",15-Oct-14,Signature,Food,F,149465
"Ahmedabad, India",22-Aug-14,Gold,Food,F,259694
"Delhi, India",23-Feb-14,Silver,Food,F,70009
"Greater Mumbai, India",5-Jan-15,Gold,Food,F,233391
"Ahmedabad, India",4-Aug-14,Silver,Food,F,35002
"Ahmedabad, India",18-Apr-15,Silver,Food,F,156519
"Bengaluru, India",22-Apr-14,Gold,Food,F,286786
"Bengaluru, India",18-Sep-14,Signature,Food,F,173244
"Bengaluru, India",31-Dec-14,Platinum,Food,F,195804
"Ahmedabad, India",9-Feb-15,Platinum,Food,F,162827
"Bengaluru, India",26-Jan-15,Signature,Food,F,20036
"Bengaluru, India",17-Jul-14,Signature,Food,F,266125
"Greater Mumbai, India",10-Mar-14,Signature,Food,F,156531
"Ahmedabad, India",20-Oct-14,Signature,Food,F,288673
"Ahmedabad, India",13-Oct-14,Signature,Food,F,67474
"Delhi, India",28-Sep-14,Platinum,Food,F,220674
"Greater Mumbai, India",24-Apr-14,Gold,Food,F,282988
"Bengaluru, India",24-Aug-14,Signature,Food,F,206308
"Bengaluru, India",27-Nov-14,Platinum,Food,F,243074
"Ahmedabad, India",4-Apr-15,Signature,Food,F,247181
"Greater Mumbai, India",8-Aug-14,Signature,Food,F,111842
"Delhi, India",23-Mar-15,Gold,Food,F,277079
"Delhi, India",28-Jan-15,Silver,Food,F,218638
"Ahmedabad, India",14-Nov-14,Gold,Food,F,152216
"Delhi, India",14-Apr-15,Signature,Food,F,42620
"Ahmedabad, India",12-Jan-14,Gold,Food,F,101639
"Greater Mumbai, India",2-Mar-14,Silver,Food,F,102966
"Bengaluru, India",10-Mar-15,Platinum,Food,F,127650
"Greater Mumbai, India",24-Jun-14,Platinum,Food,F,277737
"Bengaluru, India",19-Mar-15,Signature,Food,F,251805
"Ahmedabad, India",19-Feb-14,Signature,Food,F,288284
"Bengaluru, India",22-Oct-13,Gold,Food,F,125290
"Bengaluru, India",20-Aug-14,Silver,Food,F,166602
"Ahmedabad, India",14-Apr-14,Silver,Food,F,219097
"Bengaluru, India",26-Mar-15,Gold,Food,F,34082
"Bengaluru, India",8-May-14,Silver,Food,F,20573
"Bengaluru, India",28-Oct-13,Platinum,Food,F,245056
"Ahmedabad, India",20-Dec-13,Signature,Food,F,131847
"Delhi, India",16-Jan-15,Platinum,Food,F,276873
"Bengaluru, India",6-May-14,Silver,Food,F,138342
"Ahmedabad, India",9-Jan-15,Signature,Food,F,137292
"Ahmedabad, India",4-Mar-14,Signature,Food,F,147750
"Bengaluru, India",18-Oct-13,Signature,Food,F,2397
"Bengaluru, India",16-Jul-14,Gold,Food,F,31051
"Delhi, India",1-Oct-14,Signature,Food,F,55137
"Greater Mumbai, India",8-Nov-13,Gold,Food,F,136040
"Ahmedabad, India",8-Dec-14,Platinum,Food,F,181721
"Delhi, India",12-Mar-14,Signature,Food,F,81753
"Ahmedabad, India",28-Nov-14,Platinum,Food,F,266386
"Ahmedabad, India",3-May-15,Silver,Food,F,259008
"Greater Mumbai, India",10-Mar-15,Silver,Food,F,250995
"Delhi, India",6-Oct-14,Signature,Food,F,232155
"Greater Mumbai, India",13-Feb-14,Silver,Food,F,48012
"Delhi, India",1-Jan-15,Signature,Food,F,296543
"Greater Mumbai, India",25-Dec-14,Signature,Food,F,246893
"Ahmedabad, India",19-Mar-15,Platinum,Food,F,95807
"Ahmedabad, India",22-Aug-14,Platinum,Food,F,165278
"Ahmedabad, India",15-Aug-14,Silver,Food,F,191618
"Greater Mumbai, India",26-Apr-15,Silver,Food,F,159718
"Ahmedabad, India",28-Nov-14,Gold,Food,F,213552
"Greater Mumbai, India",3-May-15,Gold,Food,F,249061
"Delhi, India",24-Feb-14,Silver,Food,F,279377
"Delhi, India",19-Dec-14,Silver,Food,F,233694
"Bengaluru, India",21-Jun-14,Silver,Food,F,102362
"Bengaluru, India",10-Sep-14,Silver,Food,F,108296
"Bengaluru, India",13-Apr-15,Gold,Food,F,258275
"Bengaluru, India",21-Oct-14,Silver,Food,F,194260
"Bengaluru, India",12-Apr-15,Gold,Food,F,167903
"Ahmedabad, India",29-Jan-15,Silver,Food,F,128266
"Bengaluru, India",19-Jan-15,Signature,Food,F,268543
"Ahmedabad, India",17-Mar-14,Signature,Food,F,30653
"Greater Mumbai, India",1-Jan-15,Signature,Food,F,189981
"Delhi, India",28-Apr-15,Gold,Food,F,230325
"Greater Mumbai, India",13-Mar-15,Signature,Food,F,176871
"Greater Mumbai, India",9-Dec-14,Platinum,Food,F,171241
"Greater Mumbai, India",7-Mar-14,Silver,Food,F,91846
"Delhi, India",13-Nov-13,Silver,Food,F,162813
"Delhi, India",4-Nov-14,Silver,Food,F,28569
"Bengaluru, India",16-Nov-14,Silver,Food,F,231827
"Delhi, India",4-Mar-15,Silver,Food,F,281283
"Bengaluru, India",15-Oct-13,Silver,Food,F,291358
"Delhi, India",27-Jul-14,Signature,Food,F,288888
"Delhi, India",22-Nov-14,Gold,Food,F,283575
"Greater Mumbai, India",24-Jul-14,Silver,Food,F,132827
"Delhi, India",31-Aug-14,Silver,Food,F,200721
"Ahmedabad, India",12-Jan-14,Signature,Food,F,190220
"Ahmedabad, India",5-Feb-15,Signature,Food,F,265508
"Greater Mumbai, India",10-Dec-13,Platinum,Food,F,298838
"Greater Mumbai, India",12-Jan-14,Silver,Food,F,203106
"Ahmedabad, India",19-Oct-14,Platinum,Food,F,196647
"Delhi, India",5-Jan-15,Gold,Food,F,136602
"Greater Mumbai, India",24-Feb-14,Gold,Food,F,236980
"Greater Mumbai, India",23-Mar-14,Signature,Food,F,59121
"Bengaluru, India",7-Jan-14,Silver,Food,F,193944
"Greater Mumbai, India",13-Aug-14,Platinum,Food,F,109857
"Bengaluru, India",30-Oct-13,Signature,Food,F,57768
"Ahmedabad, India",2-Aug-14,Gold,Food,F,207196
"Ahmedabad, India",26-Aug-14,Platinum,Food,F,8056
"Ahmedabad, India",5-Jan-15,Platinum,Food,F,178478
"Bengaluru, India",2-Aug-14,Platinum,Food,F,246046
"Ahmedabad, India",29-Apr-14,Platinum,Food,F,192382
"Greater Mumbai, India",25-Oct-14,Gold,Food,F,19158
"Greater Mumbai, India",15-Dec-14,Platinum,Food,F,9552
"Delhi, India",15-Mar-15,Platinum,Food,F,276862
"Bengaluru, India",9-Nov-14,Silver,Food,F,147958
"Greater Mumbai, India",20-Sep-14,Gold,Food,F,151436
"Ahmedabad, India",26-Nov-14,Signature,Food,F,271595
"Bengaluru, India",27-Dec-14,Platinum,Food,F,8115
"Greater Mumbai, India",27-Jul-14,Silver,Food,F,73172
"Delhi, India",3-Sep-14,Signature,Food,F,196816
"Ahmedabad, India",16-Feb-14,Signature,Food,F,162829
"Bengaluru, India",17-Oct-13,Signature,Food,F,252669
"Ahmedabad, India",7-Feb-14,Gold,Food,F,54746
"Bengaluru, India",11-Nov-13,Platinum,Food,F,108079
"Ahmedabad, India",11-Mar-15,Platinum,Food,F,240804
"Ahmedabad, India",7-Mar-15,Silver,Food,F,11289
"Bengaluru, India",22-Nov-14,Silver,Food,F,127020
"Greater Mumbai, India",4-Apr-14,Signature,Food,F,114777
"Delhi, India",17-Jan-15,Platinum,Food,F,88003
"Delhi, India",23-Dec-14,Silver,Food,F,153154
"Bengaluru, India",16-Oct-14,Gold,Food,F,114863
"Bengaluru, India",18-Jul-14,Gold,Food,F,126912
"Bengaluru, India",4-Dec-13,Platinum,Food,F,12621
"Bengaluru, India",1-Sep-14,Silver,Food,F,248699
"Ahmedabad, India",12-Apr-15,Gold,Food,F,232388
"Delhi, India",9-Nov-13,Silver,Food,F,168039
"Delhi, India",4-Oct-13,Silver,Food,F,122944
"Bengaluru, India",19-May-14,Platinum,Food,F,171746
"Greater Mumbai, India",11-Aug-14,Platinum,Food,F,168495
"Ahmedabad, India",20-Sep-14,Signature,Food,F,252614
"Greater Mumbai, India",28-Apr-15,Platinum,Food,F,233161
"Greater Mumbai, India",17-Nov-13,Gold,Food,F,85459
"Ahmedabad, India",11-Mar-14,Signature,Food,F,156075
"Greater Mumbai, India",16-Jul-14,Signature,Food,F,161329
"Greater Mumbai, India",14-Jan-14,Gold,Food,F,183105
"Delhi, India",1-Nov-14,Signature,Food,F,252691
"Delhi, India",4-Apr-15,Gold,Food,F,221345
"Ahmedabad, India",4-Jun-14,Platinum,Food,F,131014
"Ahmedabad, India",28-Dec-13,Gold,Food,F,21571
"Greater Mumbai, India",16-Oct-13,Silver,Food,F,152307
"Greater Mumbai, India",11-Mar-15,Platinum,Food,F,193060
"Bengaluru, India",8-Jan-15,Silver,Food,F,133084
"Ahmedabad, India",8-May-14,Gold,Food,F,194361
"Ahmedabad, India",5-Sep-14,Silver,Food,F,286369
"Greater Mumbai, India",5-Dec-13,Silver,Food,F,294814
"Bengaluru, India",1-Oct-14,Gold,Food,F,276647
"Greater Mumbai, India",20-Dec-13,Signature,Food,F,269712
"Bengaluru, India",30-Dec-13,Silver,Food,F,167306
"Greater Mumbai, India",19-Nov-14,Silver,Food,F,102247
"Bengaluru, India",15-Oct-14,Platinum,Food,F,169677
"Greater Mumbai, India",9-Jul-14,Signature,Food,F,253586
"Delhi, India",27-Apr-14,Gold,Food,F,285567
"Ahmedabad, India",13-Oct-13,Signature,Food,F,155529
"Delhi, India",17-Nov-14,Platinum,Food,F,214039
"Greater Mumbai, India",4-Jan-15,Signature,Food,F,25392
"Ahmedabad, India",9-Mar-15,Platinum,Food,F,157972
"Greater Mumbai, India",15-Jun-14,Silver,Food,F,200754
"Delhi, India",22-Feb-14,Silver,Food,F,24981
"Delhi, India",10-Jun-14,Silver,Food,F,223418
"Bengaluru, India",6-Aug-14,Signature,Food,F,23309
"Bengaluru, India",4-Mar-14,Signature,Food,F,85771
"Delhi, India",30-Jan-15,Silver,Food,F,189297
"Greater Mumbai, India",15-Mar-14,Gold,Food,F,125003
"Ahmedabad, India",20-Feb-15,Silver,Food,F,226929
"Greater Mumbai, India",13-Feb-15,Silver,Food,F,176275
"Bengaluru, India",6-Feb-15,Platinum,Food,F,253338
"Ahmedabad, India",13-Jul-14,Signature,Food,F,213508
"Delhi, India",4-Jan-14,Platinum,Food,F,147766
"Bengaluru, India",25-Jul-14,Signature,Food,F,275085
"Ahmedabad, India",10-Nov-14,Platinum,Food,F,40010
"Ahmedabad, India",22-Nov-14,Signature,Food,F,66775
"Ahmedabad, India",25-Nov-14,Platinum,Food,F,292554
"Delhi, India",1-Nov-14,Platinum,Food,F,263104
"Delhi, India",29-Nov-14,Platinum,Food,F,154806
"Bengaluru, India",29-Jan-15,Gold,Food,F,129650
"Ahmedabad, India",16-Jan-15,Signature,Food,F,249446
"Bengaluru, India",9-Aug-14,Signature,Food,F,135794
"Ahmedabad, India",31-Aug-14,Platinum,Food,F,16468
"Greater Mumbai, India",17-Jan-14,Gold,Food,F,185621
"Delhi, India",17-Sep-14,Platinum,Food,F,279320
"Greater Mumbai, India",29-Dec-13,Platinum,Food,F,271787
"Ahmedabad, India",29-Oct-13,Silver,Food,F,64241
"Bengaluru, India",31-Mar-14,Platinum,Food,F,297737
"Bengaluru, India",29-Jun-14,Gold,Food,F,192039
"Delhi, India",12-Apr-15,Gold,Food,F,39866
"Bengaluru, India",22-Aug-14,Gold,Food,F,112782
"Delhi, India",17-Oct-13,Gold,Food,F,113433
"Greater Mumbai, India",16-May-15,Gold,Food,F,95081
"Bengaluru, India",13-Nov-13,Signature,Food,F,148769
"Ahmedabad, India",30-Dec-13,Gold,Food,F,161873
"Bengaluru, India",23-Feb-15,Gold,Food,F,225071
"Delhi, India",9-Mar-15,Gold,Food,F,260239
"Greater Mumbai, India",30-Mar-15,Gold,Food,F,161682
"Greater Mumbai, India",7-Nov-14,Signature,Food,F,59926
"Bengaluru, India",2-May-14,Platinum,Food,F,22964
"Greater Mumbai, India",14-Oct-13,Platinum,Food,F,48570
"Bengaluru, India",17-Oct-14,Silver,Food,F,52970
"Bengaluru, India",20-Feb-15,Platinum,Food,F,13160
"Ahmedabad, India",6-May-14,Gold,Food,F,295163
"Bengaluru, India",27-Apr-15,Silver,Food,F,158649
"Delhi, India",22-Oct-13,Platinum,Food,F,120780
"Bengaluru, India",6-Mar-15,Signature,Food,F,72366
"Greater Mumbai, India",24-Jan-15,Silver,Food,F,281805
"Bengaluru, India",1-Jun-14,Platinum,Food,F,197325
"Bengaluru, India",31-Dec-14,Platinum,Food,F,167243
"Delhi, India",30-Sep-14,Signature,Food,F,34451
"Ahmedabad, India",20-Sep-14,Gold,Food,F,30120
"Delhi, India",19-Nov-13,Silver,Food,F,189018
"Bengaluru, India",2-Nov-14,Silver,Food,F,237971
"Bengaluru, India",19-Apr-15,Gold,Food,F,71741
"Ahmedabad, India",30-Dec-13,Signature,Food,F,231370
"Greater Mumbai, India",1-May-15,Gold,Food,F,166896
"Delhi, India",9-Jul-14,Signature,Food,F,116086
"Delhi, India",25-Mar-14,Signature,Food,F,35506
"Ahmedabad, India",6-Feb-14,Signature,Food,F,247122
"Bengaluru, India",19-Oct-14,Platinum,Food,F,230876
"Bengaluru, India",4-Apr-15,Signature,Food,F,20358
"Delhi, India",24-May-15,Platinum,Food,F,162487
"Bengaluru, India",15-Apr-14,Signature,Food,F,245076
"Greater Mumbai, India",13-Aug-14,Silver,Food,F,217488
"Ahmedabad, India",9-Aug-14,Gold,Food,F,23818
"Bengaluru, India",7-Mar-15,Platinum,Food,F,298295
"Delhi, India",26-Mar-14,Signature,Food,F,264509
"Delhi, India",22-May-15,Platinum,Food,F,127526
"Greater Mumbai, India",26-Dec-13,Platinum,Food,F,158856
"Ahmedabad, India",1-Sep-14,Silver,Food,F,233893
"Delhi, India",14-Mar-14,Gold,Food,F,61388
"Delhi, India",30-Jan-14,Signature,Food,F,149081
"Ahmedabad, India",5-Apr-15,Gold,Food,F,103225
"Ahmedabad, India",10-Jan-15,Gold,Food,F,254211
"Delhi, India",20-Aug-14,Silver,Food,F,64034
"Bengaluru, India",4-Jun-14,Signature,Food,F,27479
"Greater Mumbai, India",15-Mar-14,Platinum,Food,F,175112
"Greater Mumbai, India",13-Jan-14,Platinum,Food,F,9001
"Bengaluru, India",3-Mar-14,Platinum,Food,F,115150
"Bengaluru, India",28-Mar-14,Gold,Food,F,15615
"Greater Mumbai, India",16-Jan-14,Gold,Food,F,56905
"Ahmedabad, India",7-Nov-14,Signature,Food,F,83916
"Delhi, India",6-May-15,Signature,Food,F,123754
"Greater Mumbai, India",16-Nov-14,Platinum,Food,F,81289
"Delhi, India",9-Apr-15,Gold,Food,F,70494
"Ahmedabad, India",23-Aug-14,Gold,Food,F,268849
"Delhi, India",23-Aug-14,Gold,Food,F,154645
"Ahmedabad, India",4-Apr-14,Gold,Food,F,187546
"Ahmedabad, India",1-Jan-15,Silver,Food,F,209232
"Bengaluru, India",12-Mar-14,Platinum,Food,F,9999
"Delhi, India",19-Feb-15,Platinum,Food,F,106503
"Ahmedabad, India",5-Feb-15,Platinum,Food,F,183105
"Bengaluru, India",28-Dec-13,Platinum,Food,F,14531
"Ahmedabad, India",1-Jan-15,Signature,Food,F,75187
"Delhi, India",10-May-15,Platinum,Food,F,241709
"Bengaluru, India",6-Oct-13,Gold,Food,F,41266
"Ahmedabad, India",13-Jan-15,Signature,Food,F,151734
"Delhi, India",23-Jul-14,Silver,Food,F,49249
"Ahmedabad, India",13-May-15,Silver,Food,F,7448
"Bengaluru, India",19-Mar-14,Silver,Food,F,38146
"Greater Mumbai, India",16-Sep-14,Silver,Food,F,130542
"Delhi, India",2-Sep-14,Silver,Food,F,267807
"Bengaluru, India",1-Aug-14,Silver,Food,F,205047
"Ahmedabad, India",23-Feb-14,Silver,Food,F,173596
"Greater Mumbai, India",1-Feb-15,Silver,Food,F,222368
"Bengaluru, India",29-Apr-15,Silver,Food,F,283399
"Bengaluru, India",10-Jan-15,Silver,Bills,F,291839
"Delhi, India",6-Apr-15,Silver,Food,F,222487
"Ahmedabad, India",11-Dec-13,Silver,Entertainment,F,236449
"Greater Mumbai, India",15-Oct-13,Silver,Food,F,152705
"Ahmedabad, India",26-Feb-14,Silver,Grocery,F,36575
"Bengaluru, India",6-May-14,Silver,Fuel,F,194493
"Delhi, India",3-Nov-14,Silver,Food,F,58116
"Delhi, India",12-Apr-15,Silver,Entertainment,F,179481
"Greater Mumbai, India",22-Feb-15,Silver,Food,F,205735
"Greater Mumbai, India",27-Dec-14,Silver,Fuel,F,249400
"Delhi, India",25-May-14,Silver,Grocery,F,213000
"Ahmedabad, India",28-Oct-13,Silver,Food,F,174245
"Delhi, India",1-Sep-14,Silver,Food,F,191860
"Delhi, India",17-Mar-14,Silver,Food,F,156171
"Greater Mumbai, India",8-Dec-13,Silver,Grocery,F,183633
"Bengaluru, India",3-May-14,Silver,Food,F,282970
"Greater Mumbai, India",29-Nov-13,Silver,Food,F,67213
"Greater Mumbai, India",27-Dec-13,Silver,Entertainment,F,299122
"Bengaluru, India",22-Oct-14,Silver,Entertainment,F,132237
"Ahmedabad, India",26-Apr-15,Silver,Entertainment,F,64149
"Bengaluru, India",24-May-15,Silver,Bills,F,106831
"Bengaluru, India",9-Jan-15,Silver,Bills,F,147225
"Bengaluru, India",15-Oct-14,Silver,Grocery,F,53822
"Ahmedabad, India",10-Oct-13,Silver,Food,F,74794
"Ahmedabad, India",12-Dec-13,Silver,Food,F,29985
"Greater Mumbai, India",18-Dec-14,Silver,Fuel,F,239856
"Greater Mumbai, India",2-Nov-14,Silver,Bills,F,168234
"Greater Mumbai, India",14-Apr-14,Silver,Fuel,F,10476
"Greater Mumbai, India",30-Nov-14,Silver,Bills,F,210425
"Ahmedabad, India",2-Nov-13,Silver,Grocery,F,171803
"Delhi, India",15-Jun-14,Silver,Fuel,F,31365
"Ahmedabad, India",4-Dec-14,Silver,Entertainment,F,231629
"Greater Mumbai, India",13-Dec-13,Silver,Bills,F,79856
"Ahmedabad, India",24-Oct-14,Silver,Food,F,129599
"Delhi, India",5-May-15,Silver,Grocery,F,177579
"Greater Mumbai, India",1-May-14,Silver,Grocery,F,230362
"Ahmedabad, India",11-Mar-15,Silver,Grocery,F,285777
"Bengaluru, India",3-Jul-14,Silver,Entertainment,F,213640
"Bengaluru, India",7-Dec-14,Silver,Bills,F,214511
"Ahmedabad, India",17-Sep-14,Silver,Fuel,F,36849
"Delhi, India",4-Apr-15,Silver,Grocery,F,160601
"Greater Mumbai, India",16-Oct-14,Silver,Fuel,F,273374
"Bengaluru, India",21-Jul-14,Silver,Food,F,49592
"Ahmedabad, India",16-Oct-14,Silver,Entertainment,F,287849
"Ahmedabad, India",10-Apr-14,Silver,Grocery,F,290413
"Ahmedabad, India",11-Mar-15,Silver,Grocery,F,253375
"Bengaluru, India",3-Aug-14,Silver,Fuel,F,251295
"Bengaluru, India",22-Apr-15,Silver,Food,F,236861
"Delhi, India",29-Nov-14,Silver,Bills,F,299032
"Delhi, India",18-May-15,Silver,Bills,F,139246
"Bengaluru, India",5-Nov-13,Silver,Bills,F,139130
"Greater Mumbai, India",4-Oct-13,Silver,Entertainment,F,116700
"Ahmedabad, India",4-Jul-14,Silver,Fuel,F,211228
"Delhi, India",9-Oct-14,Silver,Bills,F,146817
"Delhi, India",19-Jul-14,Silver,Grocery,F,274970
"Bengaluru, India",25-Apr-14,Silver,Entertainment,F,37144
"Delhi, India",17-Jul-14,Silver,Grocery,F,46381
"Bengaluru, India",13-Jul-14,Silver,Bills,F,251886
"Bengaluru, India",7-Feb-15,Silver,Fuel,F,2686
"Bengaluru, India",6-May-14,Silver,Grocery,F,82474
"Ahmedabad, India",21-Nov-13,Silver,Fuel,F,159903
"Delhi, India",9-Mar-14,Silver,Entertainment,F,275547
"Delhi, India",8-Jul-14,Silver,Entertainment,F,52513
"Greater Mumbai, India",13-Dec-13,Silver,Food,F,52484
"Delhi, India",10-May-14,Silver,Food,F,5397
"Greater Mumbai, India",9-Nov-14,Silver,Bills,F,88117
"Bengaluru, India",29-Jan-14,Silver,Food,F,56078
"Greater Mumbai, India",21-Nov-13,Silver,Bills,F,205643
"Delhi, India",25-Jun-14,Silver,Fuel,F,47074
"Bengaluru, India",15-Jul-14,Silver,Grocery,F,34594
"Greater Mumbai, India",25-Dec-13,Silver,Bills,F,31000
"Delhi, India",17-May-14,Silver,Bills,F,138376
"Bengaluru, India",29-Nov-14,Silver,Fuel,F,254875
"Ahmedabad, India",4-Oct-13,Silver,Entertainment,F,240666
"Delhi, India",19-Nov-13,Silver,Fuel,F,32871
"Ahmedabad, India",6-Mar-14,Silver,Fuel,F,270101
"Bengaluru, India",12-Mar-15,Silver,Entertainment,F,95715
"Greater Mumbai, India",12-Feb-15,Silver,Food,F,260724
"Bengaluru, India",21-Nov-14,Silver,Bills,F,271600
"Ahmedabad, India",26-Mar-14,Silver,Food,F,20006
"Ahmedabad, India",5-Jul-14,Silver,Entertainment,F,171670
"Delhi, India",4-Jan-15,Silver,Fuel,F,71727
"Ahmedabad, India",6-Feb-15,Silver,Entertainment,F,57494
"Bengaluru, India",24-Dec-14,Silver,Food,F,168546
"Greater Mumbai, India",12-Jun-14,Silver,Bills,F,30080
"Ahmedabad, India",14-Jan-14,Silver,Fuel,F,174697
"Bengaluru, India",18-Dec-13,Silver,Food,F,180193
"Bengaluru, India",6-Nov-14,Silver,Grocery,F,292047
"Bengaluru, India",23-May-15,Silver,Food,F,233112
"Ahmedabad, India",22-Feb-15,Silver,Grocery,F,226198
"Ahmedabad, India",11-Apr-14,Silver,Bills,F,73112
"Bengaluru, India",23-Jun-14,Silver,Entertainment,F,35232
"Delhi, India",30-Jun-14,Silver,Entertainment,F,55074
"Bengaluru, India",31-Dec-14,Silver,Food,F,186680
"Bengaluru, India",20-Jan-15,Silver,Food,F,191642
"Greater Mumbai, India",30-Oct-13,Silver,Food,F,238752
"Ahmedabad, India",11-Oct-13,Silver,Bills,F,131578
"Bengaluru, India",17-Dec-14,Silver,Grocery,F,227118
"Greater Mumbai, India",7-Oct-14,Silver,Grocery,F,16479
"Ahmedabad, India",7-Oct-14,Silver,Entertainment,F,253764
"Bengaluru, India",17-Oct-14,Silver,Entertainment,F,274164
